Reference,Name,Pronunciation,Image_Reference,Type,Diet,Area,Taxonomy,Named_By,Species,Teeth,Food,Movement,length_in_meter,period_group,period_specific,earliest_period,latest_period,estimated_living_duration,taxonomy_level_0,taxonomy_level_1,taxonomy_level_2,taxonomy_level_3,taxonomy_level_4,taxonomy_level_5,taxonomy_level_6,taxonomy_level_7,taxonomy_level_8,taxonomy_level_9,taxonomy_level_10,taxonomy_level_11,taxonomy_level_12,taxonomy_level_13,taxonomy_level_14,taxonomy_level_15,taxonomy_level_16,named_by_year
https://www.nhm.ac.uk/discover/dino-directory/corythosaurus.html,Corythosaurus,koh-rith-OH-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/coryth.jpg,euornithopod,herbivorous,"France,Germany",Dinosauria > Ornithischia > Genasauria > Cerapoda > Ornithopoda > Euornithopoda > Iguanadontia > Euiguanadontia > Dryomorpha > Ankylopollexia > Iguanodontoidea > Hadrosauridae > Euhadrosauria > Lambeosaurinae,Brown (1914),casuarius,,,,10.0,Late Cretaceous, 76-74 million years ago,76,74,2,Dinosauria , Ornithischia , Genasauria , Cerapoda , Ornithopoda , Euornithopoda , Iguanadontia , Euiguanadontia , Dryomorpha , Ankylopollexia , Iguanodontoidea , Hadrosauridae , Euhadrosauria , Lambeosaurinae,,,,1914
https://www.nhm.ac.uk/discover/dino-directory/cryolophosaurus.html,Cryolophosaurus,cry-o-loaf-oh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/cryolopho.jpg,large theropod,carnivorous,Antarctica,Dinosauria > Saurischia > Theropoda > Neotheropoda > Tetanurae > Avetheropoda > Carnosauria,Hammer and Hickerson (1994),elliotti,many sharp and pointed teeth,other animals,on 2 legs,8.0,Early Jurassic, 170 million years ago,170,0,170,Dinosauria , Saurischia , Theropoda , Neotheropoda , Tetanurae , Avetheropoda , Carnosauria,,,,,,,,,,,1994
https://www.nhm.ac.uk/discover/dino-directory/dacentrurus.html,Dacentrurus,dah-sen-troo-russ,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/dacentr.jpg,armoured dinosaur,herbivorous,Antarctica,Dinosauria > Ornithischia > Genasauria > Thyreophora > Stegosauria > Stegosauridae,Lucas (1902),armatus,,,,6.0,Late Jurassic, 154-150 million years ago,154,150,4,Dinosauria , Ornithischia , Genasauria , Thyreophora , Stegosauria , Stegosauridae,,,,,,,,,,,,1902
https://www.nhm.ac.uk/discover/dino-directory/daspletosaurus.html,Daspletosaurus,da-PLEE-toe-SORE-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/daspelet.jpg,large theropod,carnivorous,Antarctica,Dinosauria > Saurischia > Theropoda > Neotheropoda > Tetanurae > Avetheropoda > Coelurosauria > Tyrannoraptora > Tyrannosauroidea > Tyrannosauridae > Tyrannosaurinae,Russell (1970),torosus,,,,9.0,Late Cretaceous, 76-74 million years ago,76,74,2,Dinosauria , Saurischia , Theropoda , Neotheropoda , Tetanurae , Avetheropoda , Coelurosauria , Tyrannoraptora , Tyrannosauroidea , Tyrannosauridae , Tyrannosaurinae,,,,,,,1970
https://www.nhm.ac.uk/discover/dino-directory/datousaurus.html,Datousaurus,dah-too-SORE-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/datou.jpg,sauropod,herbivorous,Antarctica,Dinosauria > Saurischia > Sauropodomorpha > Sauropoda,Dong and Tang (1984),bashanensis,,,,15.0,Mid Jurassic, 170 million years ago,170,0,170,Dinosauria , Saurischia , Sauropodomorpha , Sauropoda,,,,,,,,,,,,,,1984
https://www.nhm.ac.uk/discover/dino-directory/deinocheirus.html,Deinocheirus,DINE-oh-KIRE-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/deinoc.jpg,large theropod,unknown,Antarctica,Dinosauria > Saurischia > Theropoda > Neotheropoda > Tetanurae > Avetheropoda > Coelurosauria > Tyrannoraptora > Maniraptoriformes > Ornithomimosauria,OsmÃ³lska and Roniewicz (1970),mirificus,,,,10.0,Late Cretaceous, 70-65 million years ago,70,65,5,Dinosauria , Saurischia , Theropoda , Neotheropoda , Tetanurae , Avetheropoda , Coelurosauria , Tyrannoraptora , Maniraptoriformes , Ornithomimosauria,,,,,,,,1970
https://www.nhm.ac.uk/discover/dino-directory/deinonychus.html,Deinonychus,die-NON-i-kuss,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/deinon.jpg,small theropod,carnivorous,USA,Dinosauria > Saurischia > Theropoda > Neotheropoda > Tetanurae > Avetheropoda > Coelurosauria > Tyrannoraptora > Maniraptoriformes > Maniraptora > Paraves > Eumaniraptora > Dromaeosauridae,Ostrom (1969),antirrhopus,backward-curving,"vertebrates, plant-eating dinosaurs",on 2 legs,3.0,Early Cretaceous, 120-110 million years ago,120,110,10,Dinosauria , Saurischia , Theropoda , Neotheropoda , Tetanurae , Avetheropoda , Coelurosauria , Tyrannoraptora , Maniraptoriformes , Maniraptora , Paraves , Eumaniraptora , Dromaeosauridae,,,,,1969
https://www.nhm.ac.uk/discover/dino-directory/deltadromeus.html,Deltadromeus,del-tah-drohm-ee-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Deltadromeus.jpg,large theropod,carnivorous,USA,Dinosauria > Saurischia > Theropoda > Neotheropoda > Tetanurae > Avetheropoda > Coelurosauria,"Sereno, Duthiel, Iarochene, Larsson, Lyon, Magwene, Sidor, Varricchio and Wilson (1996)",agilis,,,,8.1,Late Cretaceous, 99-94 million years ago,99,94,5,Dinosauria , Saurischia , Theropoda , Neotheropoda , Tetanurae , Avetheropoda , Coelurosauria,,,,,,,,,,,1996
https://www.nhm.ac.uk/discover/dino-directory/dicraeosaurus.html,Dicraeosaurus,die-KRAY-oh-SORE-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Dicraeosaurus.jpg,sauropod,herbivorous,USA,Dinosauria > Saurischia > Sauropodomorpha > Sauropoda > Eusauropoda > Neosauropoda > Diplodocoidea > Dicraeosauridae,Janensch (1914),hansemanni,,,,20.0,Late Jurassic, 150-135 million years ago,150,135,15,Dinosauria , Saurischia , Sauropodomorpha , Sauropoda , Eusauropoda , Neosauropoda , Diplodocoidea , Dicraeosauridae,,,,,,,,,,1914
https://www.nhm.ac.uk/discover/dino-directory/dilophosaurus.html,Dilophosaurus,die-LOAF-oh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/dilopho.jpg,large theropod,carnivorous,USA,Dinosauria > Saurischia > Theropoda > Neotheropoda > Dilophosauridae,wetherilli,,lots of sharp and curved teeth,other animals,on 2 legs,6.0,Early Jurassic, 190 million years ago,190,0,190,Dinosauria , Saurischia , Theropoda , Neotheropoda , Dilophosauridae,,,,,,,,,,,,,
https://www.nhm.ac.uk/discover/dino-directory/diplodocus.html,Diplodocus,DIP-low DOCK-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/diplo.jpg,sauropod,herbivorous,USA,Dinosauria > Saurischia > Sauropodomorpha > Sauropoda > Eusauropoda > Neosauropoda > Diplodocoidea > Diplodocidae,Marsh (1878),longus,rows of teeth like a comb,leaves from trees and soft plants,on 4 legs,26.0,Late Jurassic, 155-145 million years ago,155,145,10,Dinosauria , Saurischia , Sauropodomorpha , Sauropoda , Eusauropoda , Neosauropoda , Diplodocoidea , Diplodocidae,,,,,,,,,,1878
https://www.nhm.ac.uk/discover/dino-directory/dromaeosaurus.html,Dromaeosaurus,DROM-ee-oh-saw-russ,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/droma.jpg,small theropod,carnivorous,"Canada,USA",Dinosauria > Saurischia > Theropoda > Neotheropoda > Tetanurae > Avetheropoda > Coelurosauria > Tyrannoraptora > Maniraptoriformes > Maniraptora > Paraves > Eumaniraptora > Dromaeosauridae,Matthew and Brown (1922),albertensis,"small, razor-sharp, backward-curving teeth",vertebrates,on 2 legs,1.8,Late Cretaceous, 76-74 million years ago,76,74,2,Dinosauria , Saurischia , Theropoda , Neotheropoda , Tetanurae , Avetheropoda , Coelurosauria , Tyrannoraptora , Maniraptoriformes , Maniraptora , Paraves , Eumaniraptora , Dromaeosauridae,,,,,1922
https://www.nhm.ac.uk/discover/dino-directory/dromiceiomimus.html,Dromiceiomimus,dro-MI-see-oh-me-muss,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/dromic.jpg,large theropod,omnivorous,Canada,Dinosauria > Saurischia > Theropoda > Neotheropoda > Tetanurae > Avetheropoda > Coelurosauria > Tyrannoraptora > Maniraptoriformes > Ornithomimosauria > Ornithomimidae,Parks (1926),brevitertius,horny beak,"plants, possibly insects and animals too",on 2 legs,3.5,Late Cretaceous, 74-70 million years ago,74,70,4,Dinosauria , Saurischia , Theropoda , Neotheropoda , Tetanurae , Avetheropoda , Coelurosauria , Tyrannoraptora , Maniraptoriformes , Ornithomimosauria , Ornithomimidae,,,,,,,1926
https://www.nhm.ac.uk/discover/dino-directory/dryosaurus.html,Dryosaurus,dry-oh-SORE-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/dryo.jpg,euornithopod,herbivorous,Canada,Dinosauria > Ornithischia > Genasauria > Cerapoda > Ornithopoda > Euornithopoda > Iguanadontia > Euiguanadontia > Dryomorpha > Dryosauridae,Marsh (1894),altus,,,,4.0,Late Jurassic, 155-140 million years ago,155,140,15,Dinosauria , Ornithischia , Genasauria , Cerapoda , Ornithopoda , Euornithopoda , Iguanadontia , Euiguanadontia , Dryomorpha , Dryosauridae,,,,,,,,1894
https://www.nhm.ac.uk/discover/dino-directory/dryptosaurus.html,Dryptosaurus,drip-toe-SORE-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/drypto.jpg,large theropod,carnivorous,Canada,Dinosauria > Saurischia > Theropoda > Neotheropoda > Tetanurae > Avetheropoda > Coelurosauria > Tyrannoraptora > Tyrannosauroidea,Cope (1866),aquilunguis,,,,6.4,Late Cretaceous, 84-65 million years ago,84,65,19,Dinosauria , Saurischia , Theropoda , Neotheropoda , Tetanurae , Avetheropoda , Coelurosauria , Tyrannoraptora , Tyrannosauroidea,,,,,,,,,1866
https://www.nhm.ac.uk/discover/dino-directory/dubreuillosaurus.html,Dubreuillosaurus,dub-rhe-oo-oh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Dubreuillosaurus.jpg,large theropod,carnivorous,Canada,Dinosauria > Saurischia > Theropoda > Neotheropoda > Tetanurae > Spinosauroidea > Megalosauridae > Eustreptospondylinae,Allain (2005),valesdunensis,,,,,Late Jurassic, 169-164 million years ago,169,164,5,Dinosauria , Saurischia , Theropoda , Neotheropoda , Tetanurae , Spinosauroidea , Megalosauridae , Eustreptospondylinae,,,,,,,,,,2005
https://www.nhm.ac.uk/discover/dino-directory/edmontonia.html,Edmontonia,ed-mon-TONE-ee-ah,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Edmontonia.jpg,armoured dinosaur,herbivorous,Canada,Dinosauria > Ornithischia > Genasauria > Thyreophora > Ankylosauromorpha > Ankylosauria > Nodosauridae,Sternberg (1928),longiceps,,,,4.0,Late Cretaceous, 76-74 million years ago,76,74,2,Dinosauria , Ornithischia , Genasauria , Thyreophora , Ankylosauromorpha , Ankylosauria , Nodosauridae,,,,,,,,,,,1928
https://www.nhm.ac.uk/discover/dino-directory/edmontosaurus.html,Edmontosaurus,ed-MON-toe-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/edmonto.jpg,euornithopod,herbivorous,Canada,Dinosauria > Ornithischia > Genasauria > Cerapoda > Ornithopoda > Euornithopoda > Iguanadontia > Euiguanadontia > Dryomorpha > Ankylopollexia > Iguanodontoidea > Hadrosauridae > Euhadrosauria > Hadrosaurinae,Lambe (1917),regalis,"horny beak and 1,000 grinding cheek teeth","tough pine needles, cones and twigs",on 2 or 4 legs,13.0,Late Cretaceous, 76-65 million years ago,76,65,11,Dinosauria , Ornithischia , Genasauria , Cerapoda , Ornithopoda , Euornithopoda , Iguanadontia , Euiguanadontia , Dryomorpha , Ankylopollexia , Iguanodontoidea , Hadrosauridae , Euhadrosauria , Hadrosaurinae,,,,1917
https://www.nhm.ac.uk/discover/dino-directory/einiosaurus.html,Einiosaurus,ie-nee-oh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Einiosaurus.jpg,ceratopsian,herbivorous,Canada,Dinosauria > Ornithischia > Genasauria > Cerapoda > Marginocephalia > Ceratopsia > Neoceratopsia > Coronosauria > Ceratopsidae > Centrosaurinae,Sampson  (1995),procurvicornis,,,,6.0,Late Cretaceous, 74 million years ago,74,0,74,Dinosauria , Ornithischia , Genasauria , Cerapoda , Marginocephalia , Ceratopsia , Neoceratopsia , Coronosauria , Ceratopsidae , Centrosaurinae,,,,,,,,1995
https://www.nhm.ac.uk/discover/dino-directory/elaphrosaurus.html,Elaphrosaurus,el-a-fro-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Elaphrosaurus.jpg,large theropod,carnivorous,Canada,Dinosauria > Saurischia > Theropoda > Neotheropoda > Ceratosauria > Neoceratosauria,Janensch (1920),bambergi,,,,6.2,Late Jurassic, 154-151 million years ago,154,151,3,Dinosauria , Saurischia , Theropoda , Neotheropoda , Ceratosauria , Neoceratosauria,,,,,,,,,,,,1920
https://www.nhm.ac.uk/discover/dino-directory/emausaurus.html,Emausaurus,em-ow-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Emausaurus.jpg,armoured dinosaur,herbivorous,Canada,Dinosauria > Ornithischia > Genasauria > Thyreophora,Haubold (1991),ernsti,,,,2.0,Mid Jurassic, 190-180 million years ago,190,180,10,Dinosauria , Ornithischia , Genasauria , Thyreophora,,,,,,,,,,,,,,1991
https://www.nhm.ac.uk/discover/dino-directory/eolambia.html,Eolambia,ee-oh-lam-bee-ah,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Eolambia.jpg,euornithopod,herbivorous,Canada,Dinosauria > Ornithischia > Genasauria > Cerapoda > Ornithopoda > Euornithopoda > Iguanadontia > Euiguanadontia > Dryomorpha > Ankylopollexia > Iguanodontoidea,Kirkland (1998),caroljonesa,,,,,Late Cretaceous, 99-94 million years ago,99,94,5,Dinosauria , Ornithischia , Genasauria , Cerapoda , Ornithopoda , Euornithopoda , Iguanadontia , Euiguanadontia , Dryomorpha , Ankylopollexia , Iguanodontoidea,,,,,,,1998
https://www.nhm.ac.uk/discover/dino-directory/eoraptor.html,Eoraptor,EE-oh-RAP-tor,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/eor.jpg,small theropod,carnivorous,Argentina,Dinosauria > Saurischia > Theropoda,"Sereno, Forster, Rogers and Monetta (1993)",lunensis,"small, razor-sharp, backward-curving teeth",vertebrates,on 2 legs,1.0,Late Triassic, 228 million years ago,228,0,228,Dinosauria , Saurischia , Theropoda,,,,,,,,,,,,,,,1993
https://www.nhm.ac.uk/discover/dino-directory/eotyrannus.html,Eotyrannus,ee-oh-ti-ran-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Eotyrannus.jpg,large theropod,carnivorous,Argentina,Dinosauria > Saurischia > Theropoda > Neotheropoda > Tetanurae > Avetheropoda > Coelurosauria > Tyrannoraptora > Tyrannosauroidea,"Hutt, Naish, Martill, Barker and Newberry (2001)",lengi,,,,5.0,Early Cretaceous, 127-121 million years ago,127,121,6,Dinosauria , Saurischia , Theropoda , Neotheropoda , Tetanurae , Avetheropoda , Coelurosauria , Tyrannoraptora , Tyrannosauroidea,,,,,,,,,2001
https://www.nhm.ac.uk/discover/dino-directory/equijubus.html,Equijubus,ee-kwee-joo-bus,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Equijubus.jpg,euornithopod,herbivorous,Argentina,Dinosauria > Ornithischia > Genasauria > Cerapoda > Ornithopoda > Euornithopoda > Iguanadontia > Euiguanadontia > Dryomorpha > Ankylopollexia > Iguanodontoidea,"You, Luo, Shubin, Witmer, Tang and Tang (2003)",normani,,,,,Early Cretaceous, 127-99 million years ago,127,99,28,Dinosauria , Ornithischia , Genasauria , Cerapoda , Ornithopoda , Euornithopoda , Iguanadontia , Euiguanadontia , Dryomorpha , Ankylopollexia , Iguanodontoidea,,,,,,,2003
https://www.nhm.ac.uk/discover/dino-directory/erketu.html,Erketu,er-kee-tu,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Erketu.jpg,sauropod,herbivorous,Argentina,Dinosauria > Saurischia > Sauropodomorpha > Sauropoda > Eusauropoda > Neosauropoda > Macronaria > Camarasauromorpha > Titanosauriformes > Titanosauria,Ksepka and Norell (2006),ellisoni,,,,15.0,Early Cretaceous,,0,0,0,Dinosauria , Saurischia , Sauropodomorpha , Sauropoda , Eusauropoda , Neosauropoda , Macronaria , Camarasauromorpha , Titanosauriformes , Titanosauria,,,,,,,,2006
https://www.nhm.ac.uk/discover/dino-directory/erlikosaurus.html,Erlikosaurus,er-lik-oh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Erlikosaurus.jpg,small theropod,omnivorous,Argentina,Dinosauria > Saurischia > Theropoda > Neotheropoda > Tetanurae > Avetheropoda > Coelurosauria > Tyrannoraptora > Maniraptoriformes > Maniraptora > Therizinosauroidea > Therizinosauridae,Perle vide Barsbold and Perle (1980),andrewsi,,,,3.4,Late Cretaceous, 99-89 million years ago,99,89,10,Dinosauria , Saurischia , Theropoda , Neotheropoda , Tetanurae , Avetheropoda , Coelurosauria , Tyrannoraptora , Maniraptoriformes , Maniraptora , Therizinosauroidea , Therizinosauridae,,,,,,1980
https://www.nhm.ac.uk/discover/dino-directory/euhelopus.html,Euhelopus,yoo-hel-oh-pus,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Euhelopus.jpg,sauropod,herbivorous,Argentina,Dinosauria > Saurischia > Sauropodomorpha > Sauropoda > Eusauropoda,Wiman (1929),zdanskyi,,,,10.0,Late Jurassic, 154-142 million years ago,154,142,12,Dinosauria , Saurischia , Sauropodomorpha , Sauropoda , Eusauropoda,,,,,,,,,,,,,1929
https://www.nhm.ac.uk/discover/dino-directory/euoplocephalus.html,Euoplocephalus,you-OH-plo-kef-ah-luss,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/euoplo.jpg,armoured dinosaur,herbivorous,"Canada,USA",Dinosauria > Ornithischia > Genasauria > Thyreophora > Ankylosauromorpha > Ankylosauria > Ankylosauridae,tutus,,horny beak and chewing teeth,plant material,on 4 legs,7.0,Late Cretaceous, 76-70 million years ago,76,70,6,Dinosauria , Ornithischia , Genasauria , Thyreophora , Ankylosauromorpha , Ankylosauria , Ankylosauridae,,,,,,,,,,,
https://www.nhm.ac.uk/discover/dino-directory/europasaurus.html,Europasaurus,yoo-roh-pah-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Europasaurus.jpg,sauropod,herbivorous,"Canada,USA",Dinosauria > Saurischia > Sauropodomorpha > Sauropoda > Eusauropoda > Neosauropoda > Macronaria,"Sander, Mateus, Laven and KnÃ¶tschke (2006)",holgeri,,,,6.2,Late Jurassic, 154-151 million years ago,154,151,3,Dinosauria , Saurischia , Sauropodomorpha , Sauropoda , Eusauropoda , Neosauropoda , Macronaria,,,,,,,,,,,2006
https://www.nhm.ac.uk/discover/dino-directory/eustreptospondylus.html,Eustreptospondylus,ewe-strep-toe-SPON-die-luss,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Eustreptospondylus.jpg,large theropod,carnivorous,"Canada,USA",Dinosauria > Saurischia > Theropoda > Neotheropoda > Tetanurae > Spinosauroidea > Megalosauridae > Eustreptospondylinae,Walker (1964),oxoniensis,,,,7.0,Mid Jurassic, 165 million years ago,165,0,165,Dinosauria , Saurischia , Theropoda , Neotheropoda , Tetanurae , Spinosauroidea , Megalosauridae , Eustreptospondylinae,,,,,,,,,,1964
https://www.nhm.ac.uk/discover/dino-directory/fukuiraptor.html,Fukuiraptor,foo-koo-ee-rap-tor,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Fukuiraptor.jpg,large theropod,carnivorous,"Canada,USA",Dinosauria > Saurischia > Theropoda > Neotheropoda > Tetanurae > Avetheropoda > Carnosauria,Azuma and Currie (2000),kitadaniensis,,,,4.2,Early Cretaceous, 121-99 million years ago,121,99,22,Dinosauria , Saurischia , Theropoda , Neotheropoda , Tetanurae , Avetheropoda , Carnosauria,,,,,,,,,,,2000
https://www.nhm.ac.uk/discover/dino-directory/fukuisaurus.html,Fukuisaurus,foo-koo-I-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Fukuisaurus.jpg,euornithopod,herbivorous,"Canada,USA",Dinosauria > Ornithischia > Genasauria > Cerapoda > Ornithopoda > Euornithopoda > Iguanadontia > Euiguanadontia > Dryomorpha > Ankylopollexia > Iguanodontoidea,Kobayashi and Azuma (2003),tetoriensius,,,,4.7,Early Cretaceous, 121-99 million years ago,121,99,22,Dinosauria , Ornithischia , Genasauria , Cerapoda , Ornithopoda , Euornithopoda , Iguanadontia , Euiguanadontia , Dryomorpha , Ankylopollexia , Iguanodontoidea,,,,,,,2003
https://www.nhm.ac.uk/discover/dino-directory/gallimimus.html,Gallimimus,gal-lee-MEEM-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/gallim.jpg,large theropod,omnivorous,"Canada,USA",Dinosauria > Saurischia > Theropoda > Neotheropoda > Tetanurae > Avetheropoda > Coelurosauria > Tyrannoraptora > Maniraptoriformes > Ornithomimosauria > Ornithomimidae,"OsmÃ³lska, Roniewicz and Barsbold (1972)",bullatus,,,,6.0,Late Cretaceous, 74-70 million years ago,74,70,4,Dinosauria , Saurischia , Theropoda , Neotheropoda , Tetanurae , Avetheropoda , Coelurosauria , Tyrannoraptora , Maniraptoriformes , Ornithomimosauria , Ornithomimidae,,,,,,,1972
https://www.nhm.ac.uk/discover/dino-directory/gargoyleosaurus.html,Gargoyleosaurus,gahr-goy-lee-oh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Gargoyleosaurus.jpg,armoured dinosaur,herbivorous,"Canada,USA",Dinosauria > Ornithischia > Genasauria > Thyreophora > Ankylosauromorpha > Ankylosauria,"Carpenter, Miles and Cloward (1998)",parkpinorum,,,,4.0,Late Jurassic, 154-142 million years ago,154,142,12,Dinosauria , Ornithischia , Genasauria , Thyreophora , Ankylosauromorpha , Ankylosauria,,,,,,,,,,,,1998
https://www.nhm.ac.uk/discover/dino-directory/garudimimus.html,Garudimimus,ga-roo-dee-meem-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Garudimimus.jpg,large theropod,omnivorous,"Canada,USA",Dinosauria > Saurischia > Theropoda > Neotheropoda > Tetanurae > Avetheropoda > Coelurosauria > Tyrannoraptora > Maniraptoriformes > Ornithomimosauria,Barsbold (1981),brevipes,,,,4.7,Late Cretaceous, 99-89 million years ago,99,89,10,Dinosauria , Saurischia , Theropoda , Neotheropoda , Tetanurae , Avetheropoda , Coelurosauria , Tyrannoraptora , Maniraptoriformes , Ornithomimosauria,,,,,,,,1981
https://www.nhm.ac.uk/discover/dino-directory/gasosaurus.html,Gasosaurus,gas-oh-SORE-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/gaso.jpg,small theropod,carnivorous,"Canada,USA",Dinosauria > Saurischia > Theropoda > Neotheropoda > Tetanurae > Avetheropoda,Dong and Tang (1985),constructus,,,,4.0,Mid Jurassic, 170-160 million years ago,170,160,10,Dinosauria , Saurischia , Theropoda , Neotheropoda , Tetanurae , Avetheropoda,,,,,,,,,,,,1985
https://www.nhm.ac.uk/discover/dino-directory/gasparinisaura.html,Gasparinisaura,gas-pah-reen-ee-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Gasparinisaura.jpg,euornithopod,herbivorous,"Canada,USA",Dinosauria > Ornithischia > Genasauria > Cerapoda > Ornithopoda > Euornithopoda,Coria and Salgado (1996),cincosaltensis,,,,0.8,Late Cretaceous, 86-71 million years ago,86,71,15,Dinosauria , Ornithischia , Genasauria , Cerapoda , Ornithopoda , Euornithopoda,,,,,,,,,,,,1996
https://www.nhm.ac.uk/discover/dino-directory/gastonia.html,Gastonia,gas-toh-nee-ah,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Gastonia.jpg,armoured dinosaur,herbivorous,"Canada,USA",Dinosauria > Ornithischia > Genasauria > Thyreophora > Ankylosauromorpha > Ankylosauria,Kirkland (1998),burgei,,,,4.6,Early Cretaceous, 142-127 million years ago,142,127,15,Dinosauria , Ornithischia , Genasauria , Thyreophora , Ankylosauromorpha , Ankylosauria,,,,,,,,,,,,1998
https://www.nhm.ac.uk/discover/dino-directory/giganotosaurus.html,Giganotosaurus,gig-an-OH-toe-SORE-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/giganoto.jpg,large theropod,carnivorous,Argentina,Dinosauria > Saurischia > Theropoda > Neotheropoda > Tetanurae > Avetheropoda > Carnosauria > Allosauroidea > Carcharodontosauridae,Coria and Salgado (1995),carolinii,"long, blade-like and serrated - ideal for slicing",other animals,on 2 legs,12.5,Early Cretaceous, 112-90 million years ago,112,90,22,Dinosauria , Saurischia , Theropoda , Neotheropoda , Tetanurae , Avetheropoda , Carnosauria , Allosauroidea , Carcharodontosauridae,,,,,,,,,1995
https://www.nhm.ac.uk/discover/dino-directory/gilmoreosaurus.html,Gilmoreosaurus,GIL-more-oh-SORE-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/gilmore.jpg,euornithopod,herbivorous,Argentina,Dinosauria > Ornithischia > Genasauria > Cerapoda > Ornithopoda > Euornithopoda > Iguanadontia > Euiguanadontia > Dryomorpha > Ankylopollexia > Iguanodontoidea > Hadrosauridae,Brett-Surman (1979),mongoliensis,,,,6.0,Late Cretaceous, 76-70 million years ago,76,70,6,Dinosauria , Ornithischia , Genasauria , Cerapoda , Ornithopoda , Euornithopoda , Iguanadontia , Euiguanadontia , Dryomorpha , Ankylopollexia , Iguanodontoidea , Hadrosauridae,,,,,,1979
